username,channel,message
lewduw,#loltyler1,!rank
phineas05,#jinnytty,TearGlove
fossabot,#loltyler1,"@lewduw, ACCOUNTS: BIG TONKA T is currently Master I 111 LP"
jasonk26,#loltyler1,KEKW BELIEVERS KEKW BELIEVERS KEKW BELIEVERS KEKW BELIEVERS
sodragon,#jinnytty,TearGlove
jetjelly,#jinnytty,Hahaha
elpsykoujiro,#jinnytty,LULW
fatemissclicks,#jinnytty,AYAYA
yus1785,#loltyler1,BigBrother 1V9
goofygeef,#jinnytty,youre too old for stairs anyway
shotaroshu,#jinnytty,so long
softlesbiankisses,#jinnytty,AYAYA
vernether,#loltyler1,ireliaing
streamelements,#jinnytty,1000Subs just subbed for 2 months yyjSUPERPOG
lustforlife777,#loltyler1,Sadge
thordouble,#jinnytty,Elevator is out of comission
forestfairybilly,#loltyler1,BigBrother
ikurokage,#loltyler1,HUHH ?
sodragon,#jinnytty,LUL
d_superman,#jinnytty,Kappa Kappa
papu3w,#loltyler1,TOP GAP WutFace TOP GAP WutFace TOP GAP WutFace TOP GAP WutFace TOP GAP WutFace TOP GAP WutFace TOP GAP WutFace TOP GAP WutFace
senseilei0214,#loltyler1,these teamates
cheddar_mints,#loltyler1,HUHH
yvan_nix,#jinnytty,I am hungry af  :)
ithemistery,#loltyler1,Tyler 1v9
david_44b,#jinnytty,AYAYA
sleepmap,#jinnytty,KEKL
dam________,#jinnytty,AYAYA
zwartedan,#jinnytty,Jinny is in amazing shape
xfelenzenev,#loltyler1,Bruh
vincentt23,#jinnytty,AYAYA
sfshion111,#jinnytty,AYAYA
insah,#loltyler1,HUHH
arkem232,#jinnytty,What about tomorrow?
xarispanou,#loltyler1,TT ❤️
pkidttv,#loltyler1,HUHH
baddemon90,#jinnytty,PauseChamp
linus10,#loltyler1,HUHH URGOT
allexxx1996,#jinnytty,WEEBSDETECTED
chybrydra,#jinnytty,-
staszewa,#loltyler1,HUHH ?
treggytz,#loltyler1,HUHH
lllliiiiiiiiiiii,#loltyler1,WOW MY BROTHER YOUR QUE IS ACTUALLY CURSED LULW
emiljow_gd,#loltyler1,WHA THE SAY?
ypark5,#loltyler1,Baby mental
zay_ih,#jinnytty,PepeLaugh
zhsheri,#jinnytty,dinkdonk jinjin TearGlove
ballzyplays,#loltyler1,Report Kindred
imsanity_,#jinnytty,AYAYA
mesh_17,#jinnytty,AYAYA
haruiswaifu,#jinnytty,AYAYA
moryttz,#jinnytty,AYAYA
dmtr12,#jinnytty,-
darthlly,#jinnytty,PepeLaugh
ryanalwayswins,#loltyler1,WutFace its madara
waifu_body_pillow_,#jinnytty,AYAYA
caidera,#jinnytty,AYAYA
thadoril,#jinnytty,AYAYA
fishy_flavor,#jinnytty,AYAYA
choomantar1,#jinnytty,on hands on stairs... lehss goo jimbooo
gobbeary,#loltyler1,!rank
the___omen,#loltyler1,uhm.. s-sup big T.. EHEHE
jumpingcloud,#jinnytty,KEKW
niyon,#loltyler1,HUHH
allexxx1996,#jinnytty,WEEBSDETECTED 󠀀
theonetheyfear,#jinnytty,yyjSUPERPOG
dmitrevicz,#jinnytty,PauseChamp
shaneomag,#jinnytty,AYAYA
fossabot,#loltyler1,"@gobbeary, ACCOUNTS: BIG TONKA T is currently Master I 111 LP"
strawhatchase,#jinnytty,AYAYA
elmulo_reventiov,#jinnytty,KEKW
netgogary,#jinnytty,@allexxx1996 Happy Sunday tifHype tifHype
haruiswaifu,#jinnytty,AYAYA 󠀀
stockmarketsftw,#jinnytty,WEEBSDETECTED
aminur9963,#loltyler1,SUKA WHAT ?
mesh_17,#jinnytty,AYAYA 󠀀
xfelenzenev,#loltyler1,URGOT ??????
doothdooth,#loltyler1,SUCK A WHAT??? HUHH
eptimone,#loltyler1,HUHH
deepcluster,#jinnytty,AYAYA
2crushgrimm4,#loltyler1,!RANK
nickcartman,#jinnytty,AYAYA
spaman42,#loltyler1,HUHH
brelovix,#loltyler1,catJAM
willnv_,#loltyler1,bro this irelia so cringe
yoi_97,#jinnytty,AYAYA
aaira0,#jinnytty,take stairs
1________________________,#jinnytty,NaM
dark_knight_of_twitch,#loltyler1,HUHH
tmoonat,#loltyler1,!rank
iztheone,#jinnytty,elevator lambat
dackelqwackel_,#jinnytty,AYAYA
wijayaprat30,#jinnytty,AYAYA tommorow
mr__rui,#loltyler1,eating Irelia Kreygasm
gorillamasks,#jinnytty,Make it 69
cocoacake5,#jinnytty,AYAYA
zhsheri,#jinnytty,AYAYA
ayayapapi,#loltyler1,CAN WIN BigBrother
funerailles,#loltyler1,HUHH
kipseu,#jinnytty,Jebaited
thefirstsnowflake,#jinnytty,monkaS
austinonebe,#loltyler1,Tyler wins this one I believe
21neophyte,#loltyler1,HUH
malaysiandurianvendor,#jinnytty,Why so slow?
pastell31,#loltyler1,BigBrother 💎 ITS TIME TO GO HOME
tazzerer,#loltyler1,T1 Have you considered winning games? KEKW
virgolesbg,#loltyler1,This is actually so sad...
mesh_17,#jinnytty,AYAYA
thedonman9,#loltyler1,BIG T ACTUALLY CARRY PogU
emiljow_gd,#loltyler1,URGOT HUH?
tyler1__play__pentakill,#loltyler1,chat i was afk for a few mins did he slam the desk or do the funny yell yet?
damjd,#loltyler1,TYLER1-10 OMEGALUL
he_see,#jinnytty,LUL
ro99,#loltyler1,MASTERS GAMEPLAY?
amorieta520,#jinnytty,AYAYA
voidheart2,#loltyler1,"Hi guys, I'm a 12 year old from Uganda. I sold my 6 kids just to be able to afford internet to watch @loltyler1 run it down BigBrother"
xarispanou,#loltyler1,1v9 as always
haruiswaifu,#jinnytty,AYAYA
sneaks_412,#loltyler1,WINNABLE!
idkdvd,#jinnytty,tomorrow monkaW
sodragon,#jinnytty,That's so funny LUL
grandlarry,#loltyler1,Solo q Gods please give Tyler a W
d_superman,#jinnytty,u challenged the oiler
kodeej,#jinnytty,tomorrow monkaW
snowychz,#jinnytty,PepeLaugh
forestfairybilly,#loltyler1,wonder what they typing BigBrother
skysage,#jinnytty,AYAYA
lightbaiiz,#loltyler1,if only riot could permaban these 0 10 people :)
softlesbiankisses,#jinnytty,lol
ioixdd,#loltyler1,HUHH
grand_m4gus,#jinnytty,tenfgteng
shrux,#loltyler1,@paink200 fucking weirdo hahahah
dam________,#jinnytty,monkaW
tommo_______,#loltyler1,Your team literally inting.. cringe asf
rakhox,#jinnytty,AYAYAY Orale
vgvirt,#jinnytty,"@sinclair_bear, sub event from twitch"
smallfry433,#loltyler1,hol up
milkybunny14,#loltyler1,1-10??
thefirstsnowflake,#jinnytty,PepeLaugh
sinclair_bear,#jinnytty,@kofupoka__  Hmm  dunno what that is
wooshblammo,#jinnytty,RPGAyaya RPGAyaya RPGAyaya
vincentt23,#jinnytty,KEKL
sicrano77,#jinnytty,KEKW
rinaai2001,#jinnytty,YEP
mikahil89,#loltyler1,MingLee 💢
tidoubleu,#jinnytty,PepeLaugh
ugworm_,#jinnytty,PogU
tairadono,#jinnytty,done
duolingo1459,#loltyler1,!rank
jakie1128,#loltyler1,"winnable, lets go"
fossabot,#loltyler1,"@duolingo1459, ACCOUNTS: BIG TONKA T is currently Master I 111 LP"
alimepenguin123,#loltyler1,HUHH
maris192,#jinnytty,yayInternetJanitors
gusiux,#jinnytty,LUL
trick2dog,#loltyler1,CHAT WTF HAPPENED TO HIS LP?!!!
lwk1334,#jinnytty,where are u going
k4ala,#loltyler1,!rank
woodywombpecker69,#loltyler1,"""naut calling the jg """"son of diamond"""""""
john4c,#jinnytty,nt
dam________,#jinnytty,monkaW F ?
jumpingcloud,#jinnytty,PepeLaugh
sodragon,#jinnytty,1000 subs PogU
savenature47,#jinnytty,LUL
naz94x,#jinnytty,done
yvan_nix,#jinnytty,CreepyChamp tomorrow
feud_,#loltyler1,URGOT PRESSING R ON YOU IRL Kreygasm
jondoni,#jinnytty,1k subs Pog
hotnfoamy,#jinnytty,yyjPog
sinclair_bear,#jinnytty,@VGvirt sub event???
ixzze09,#loltyler1,how tf he losed 100 lp
xandersonepic,#loltyler1,????
philipsim42,#jinnytty,F
darthlly,#jinnytty,totally possible LUL
slizzyly,#jinnytty,KEKW
loldesti,#loltyler1,HUHH
n4rrate,#loltyler1,BigBrother kindred my man
fishy_flavor,#jinnytty,Pog
svfanta,#jinnytty,ez Keepo
canvas_gaming,#jinnytty,Jebaited
deepcluster,#jinnytty,f inc
ilcontadinotedesco,#jinnytty,Pepega
superbabiman,#jinnytty,preemptive F
edwardboylan2,#jinnytty,PagMan DO IT
yus1785,#loltyler1,BigBrother IDC
king_abd0,#loltyler1,Sadge
doloriferous,#loltyler1,Sadge Sadge
umbrahhhhh,#loltyler1,!followage
njsix,#loltyler1,This kindred is beyond words braindead
voidseeker17,#loltyler1,csnt win
yell0wcake,#loltyler1,Sadge
ugworm_,#jinnytty,climb tomorrw
gunerjay,#jinnytty,PogU HE DID IT
tojrhaegar,#loltyler1,what da sheep doin
no_tilt_tyler,#loltyler1,!rank
m4st3rl1m,#jinnytty,PogU
strawhatchase,#jinnytty,PepeLaugh
fossabot,#loltyler1,"@no_tilt_tyler, ACCOUNTS: BIG TONKA T is currently Master I 111 LP"
b33day,#jinnytty,stair
waifu_body_pillow_,#jinnytty,OMEGALUL
luckypoggerwealthygenius,#jinnytty,Very true
kipseu,#jinnytty,PogU Jebaited
allexxx1996,#jinnytty,"@NetGoGary, Happy Sunday for you too peepoSitHey"
sodragon,#jinnytty,Cya later
moonsnail01,#jinnytty,yea
kennyl0330,#jinnytty,squadLUL squadLUL
skysage,#jinnytty,WOWERS
lebryantjordan,#jinnytty,HOLYYYY
ryanalwayswins,#loltyler1,not a complete stomp
victorchung0325,#loltyler1,1-10
capmerah,#loltyler1,LOLTYLER1 - 10 KOREA KEKW LULW OMEGALUL
viktor_del,#jinnytty,POGCRAZY
jondoni,#jinnytty,PauseChamp
nightbot,#loltyler1,"umbrahhhhh has been following loltyler1 for 5 years, 1 month, 3 weeks, 5 days, 19 hours, 27 minutes, 48 seconds"
syrusop,#loltyler1,shouldve just taken the day off bud
kofupoka__,#jinnytty,"@sinclair_bear, u will find out tmr Hmm"
snowychz,#jinnytty,1000subs PogU
mrgrammar86,#loltyler1,Ilnosabe PepeLaugh
bl1d5,#jinnytty,PogChamping
naz94x,#jinnytty,STAIRS now
sloppysoapyy,#jinnytty,rip LUL
fishy_flavor,#jinnytty,SCAMMED
priyaraj10,#jinnytty,HACKERMANS
valakino,#loltyler1,@quote_if_newchamp_broken HUHH
maris192,#jinnytty,yayInternetJanitors
fossabot,#loltyler1,"@kaidenmoefan, ACCOUNTS: BIG TONKA T is currently Master I 111 LP"
ilcontadinotedesco,#jinnytty,@SoftLesbianKisses :)
flannnn1010,#loltyler1,!rank
twitchjedi,#jinnytty,HACKERMANS
softlesbiankisses,#jinnytty,PogU
mesh_17,#jinnytty,yyjMods
fatemissclicks,#jinnytty,HACKERMANS
happyfluffyteddy,#jinnytty,yea
sswitz,#loltyler1,tpop Kreygasm Kreygasm Kreygasm
haruiswaifu,#jinnytty,HACKERMANS
jondoni,#jinnytty,PepoDetect
sodragon,#jinnytty,HACKERMANS
awakeneddesire,#jinnytty,HACKERMANS
berserkerdelta,#loltyler1,@dopllarn  POOOOOT PotFriend
yoi_97,#jinnytty,HACKERMANS
hotnfoamy,#jinnytty,BatChest
dont_call_me_jack,#loltyler1,lmao he going thornmail
flox_,#loltyler1,KPOP KEKW
nicethings_,#jinnytty,yyjMods
yus1785,#loltyler1,gg BigBrother
sleepmap,#jinnytty,CoolStoryBob
gunerjay,#jinnytty,PotFriend Do this
hongo_akira,#loltyler1,HUHH
xeminence,#jinnytty,KEKW
mathewcheng01,#jinnytty,HACKERMANS
jondoni,#jinnytty,ye
heisenberg1121,#jinnytty,WOWERS
aoonie,#loltyler1,"1 @quote_if_newchamp_broken, HUHH WHAT?"
sewyy1,#loltyler1,TURKISH POP KEKW
okthenlols,#loltyler1,"@quote_if_newchamp_broken my brother, what is wrong with you"
musicforthebedroom,#jinnytty,HACKERMANS
fuserxpkt,#jinnytty,paper PogO
almot200,#jinnytty,Very nice
hox20s,#loltyler1,monkaW  TPOP
strawhatchase,#jinnytty,PogU
r1se_2k,#jinnytty,YEP
yvan_nix,#jinnytty,yyjBloodTrail
ozoaken,#loltyler1,tpop free Pog
flofloflorence,#loltyler1,how much longer in kr?
ivaka9858,#loltyler1,tpop free
redmango31,#loltyler1,!rank
nazzor25,#jinnytty,PepeLaugh
how_to_a1m,#jinnytty,BatChest
imsanity_,#jinnytty,PogU
auraxed,#jinnytty,EZ
r_rave24,#jinnytty,check height for rainbow skywalk
fossabot,#loltyler1,"@redmango31, ACCOUNTS: BIG TONKA T is currently Master I 111 LP"
limitedbrains,#loltyler1,kpop?
zuletassonn,#loltyler1,PotFriend
dextv_,#jinnytty,KEKInsane
thedonman9,#loltyler1,HOW ON EARTH DID YOU GET FROM 300LP to 100 LP ON ONE DAY?!?!?!?1?
etruriak,#loltyler1,tpop me Kreygasm
kipseu,#jinnytty,WOWERS PogU
mythicarl03,#jinnytty,senior discount
bl1d5,#jinnytty,CHET yyjW
thadoril,#jinnytty,Hmm
rakhox,#jinnytty,PepeLaugh
jakozzy,#jinnytty,EZ
muzdiema,#jinnytty,!watchtime
oneiricxamri,#jinnytty,HACKERMAN
ronzert,#jinnytty,cool cool
streamelements,#jinnytty,muzdiema has spent  15 hours 30 mins watching jinnytty
rangedd,#loltyler1,SERRATED DIRK VROKEN AF
spaman42,#loltyler1,TOP GAP
supercookie52,#loltyler1,fruity6YEE
thefirstsnowflake,#jinnytty,PogO
sleepmap,#jinnytty,CoolStoryBob huh
gunerjay,#jinnytty,PotFriend Do this PotFriend Do this
kofupoka__,#jinnytty,Hmm
ballibooth,#jinnytty,🌈
th_tony,#jinnytty,yyjMods
josearch1,#loltyler1,!opgg
happyfluffyteddy,#jinnytty,yyjMods
rexx888,#jinnytty,Pog
chill_____bill,#loltyler1,9 game losing streak kinda day huh
jetjelly,#jinnytty,WOWERS
elegs,#jinnytty,pretty
auraxed,#jinnytty,widepeepoHappy
jondoni,#jinnytty,looks nice
tairadono,#jinnytty,u can stream at gravityz?
shayuki,#loltyler1,tt pop AYAYA
zeustype2,#jinnytty,woah cool
closetmonkey334,#loltyler1,is tpop like kpop or something? KEKW
sodragon,#jinnytty,Nice
paulhawking,#loltyler1,Tpop Turkish pop
orangeboy25,#jinnytty,cute
existenceofenigmas,#jinnytty,hmm ok
arkem232,#jinnytty,Ooook
mob1900,#jinnytty,secret HERO
tidoubleu,#jinnytty,YEP GPS tracker
flofloflorence,#loltyler1,!korea
rexx888,#jinnytty,PogU
fossabot,#loltyler1,@josearch1 https://www.op.gg/summoners/kr/BIG%20TONKA%20T
moryttz,#jinnytty,yyjMods
nightbot,#loltyler1,AUTOFILL TO CHALLENGER (SOLO QUEUE) IN KOREA! TYLER WILL NOT DUO WITH TARZANED https://clips.twitch.tv/LivelyRelentlessWeaselKappa-xQ0COyyVuU_eW55_
lenion20,#jinnytty,nice
nickcartman,#jinnytty,Very pretty
ivan_jerkov,#loltyler1,tyler pop
longpotatt,#jinnytty,aw
propaneaccessories69,#loltyler1,freeze the wave
spaman42,#loltyler1,TPOP
thordouble,#jinnytty,GPS tracker inside
auraxed,#jinnytty,Looks nice
sfshion111,#jinnytty,I city become GTA malaysia city KEKW
stephen33281,#jinnytty,WOWERS
zeustype2,#jinnytty,sparkly
streamelements,#jinnytty,Enjoying the stream? Subscribe to support the channel! https://www.twitch.tv/subs/jinnytty
nasrulashr,#jinnytty,cool
david_44b,#jinnytty,CreepyChamp
priyaraj10,#jinnytty,WOWERS
wikedlyrics,#jinnytty,gps tracker bracelet KEKW
lloyds128,#jinnytty,yyjBloodTrail
twitchjedi,#jinnytty,yyjMods
shotaroshu,#jinnytty,wow
ilcontadinotedesco,#jinnytty,very cute
yoi_97,#jinnytty,Tracker KEKW
r1se_2k,#jinnytty,Penang part 2??
evil_intentions,#jinnytty,CreepyChamp
farisss_,#loltyler1,@EtruriaK HUHH
allexxx1996,#jinnytty,yyjPopcorn
vincentt23,#jinnytty,yayInternetJanitors
dackelqwackel_,#jinnytty,PogU
happyfluffyteddy,#jinnytty,yyjMods
fat_watermelon,#loltyler1,type correctly mfer
mesh_17,#jinnytty,yyjMods fancy
auraxed,#jinnytty,yayInternetJanitors
dr__andrew,#jinnytty,yyjMods
iron_chat4,#loltyler1,@OminousGarou YEP
rakhox,#jinnytty,YEP
oppkop,#jinnytty,gvvvvv
lebryantjordan,#jinnytty,looks nice
vibin1nthevoid,#jinnytty,yyjMods WOW
adib1604,#loltyler1,!rank
darkexile1,#jinnytty,looks nice
flowmastah,#jinnytty,secret sniper
kipseu,#jinnytty,yayInternetJanitors Clap
redmango31,#loltyler1,holy shit TONKA T DROPED LIKE 200 LP
fossabot,#loltyler1,"@adib1604, ACCOUNTS: BIG TONKA T is currently Master I 111 LP"
naz94x,#jinnytty,YEP looks very nice
damagger33,#loltyler1,1-10 INCOMING KEKW
doloriferous,#loltyler1,@thedonman9 9 loss streak
loonachuuves,#jinnytty,it's bugged
jaffy_lol,#loltyler1,@flofloflorence he has 15 days or something liek that
burntbagelbitez,#jinnytty,tracking device PepeLaugh
yeahfarmed,#jinnytty,Susge
vgvirt,#jinnytty,EZ Clap GPS
vincentt23,#jinnytty,yayInternetJanitors 󠀀
skysage,#jinnytty,yyjMods
r1se_2k,#jinnytty,WOWERS
eagleclaw81,#jinnytty,tracking device
allexxx1996,#jinnytty,yyjMods
koteeczeek,#jinnytty,Pog
dextv_,#jinnytty,HappyPeepo cute
ll_ray,#loltyler1,!opgg
trihardvision,#loltyler1,Press 1 if you hate weebs
ekck84,#jinnytty,its a tracker
fossabot,#loltyler1,@ll_ray https://www.op.gg/summoners/kr/BIG%20TONKA%20T
ronzert,#jinnytty,tracked YEP
bunny_teemo,#jinnytty,EZ Clap
jondoni,#jinnytty,yyjMods diamonds ?
thadoril,#jinnytty,yyjMods
cheese_n_onion,#jinnytty,nice
dainty_angela,#jinnytty,fancy
twitchbanmeforbotting,#jinnytty,TRACKER
adib1604,#loltyler1,hahahahahahahaha
allexxx1996,#jinnytty,yyjMods  Clap
maris192,#jinnytty,gps CreepyChamp
k3nt0456,#jinnytty,secret sniper
xsageone,#jinnytty,WOWERS
dam________,#jinnytty,CreepyChamp gps
newbie_2021,#jinnytty,wow PogU PogU
mindlessdwarves,#loltyler1,Can win
iztheone,#jinnytty,tracker
austinonebe,#loltyler1,uwu
f0oman,#jinnytty,u made his day wearing it
propaneaccessories69,#loltyler1,1
hawk2g,#jinnytty,yayInternetJanitors
5734l3r,#loltyler1,1
hzm890,#jinnytty,YEAH BEST GTA STREAM EVER
ronzert,#jinnytty,gps bracelet YEP
chill_____bill,#loltyler1,2
valakino,#loltyler1,monkaW urgot
fatemissclicks,#jinnytty,yyjMods
flox_,#loltyler1,1
porters_x2_ray_gun,#loltyler1,1
sinclair_bear,#jinnytty,yyjMods  palladium braclet
mrizu,#loltyler1,1
xoloman216,#loltyler1,1
kidobr,#jinnytty,tracking device
sonbourbon,#jinnytty,yayInternetJanitors
rexx888,#jinnytty,@빈센트23 Kappa
softlesbiankisses,#jinnytty,looks nice
diz_ease,#jinnytty,secretly 2020ByeGuys
admmm_,#loltyler1,8 lose streak? KEKW 8 lose streak? KEKW 8 lose streak? KEKW
bl1d5,#jinnytty,yyjMods Clap
func7,#loltyler1,"Even native English speakers can’t understand him, much less the Kr LUL"
lukaskan,#loltyler1,GAREN JG KEKW
jesse_000,#loltyler1,FF OMEGALUL
ixzze09,#loltyler1,-100 lp wtf
feeisweirdm4n,#loltyler1,1 Gigachad
yakitorii87,#jinnytty,yayInternetJanitors
redmango31,#loltyler1,Just ff lmao
widepeepehappy,#loltyler1,AYAYA
l8yourcat,#loltyler1,1
ihannibal,#loltyler1,e flash
koteeczeek,#jinnytty,NaM
rhauros,#loltyler1,1
twitchjedi,#jinnytty,TRACKER
jorell101,#loltyler1,-1
howlnsensitiv,#loltyler1,urgot monkaW
rakhox,#jinnytty,Hmm
dackelqwackel_,#jinnytty,YEP tracker placed
ronzert,#jinnytty,that makes sense how they find you so easy
sinclair_bear,#jinnytty,yyjMods   palladium braclet
lucario2001242,#loltyler1,1
dextv_,#jinnytty,CreepyChamp gps
elpsykoujiro,#jinnytty,peepoClap 87
m00az,#jinnytty,tracker for easy sniping.
shayuki,#loltyler1,EHEHE
fishy_flavor,#jinnytty,simp
r_rave24,#jinnytty,wow
jetjelly,#jinnytty,peepoClap
sicrano77,#jinnytty,peepoClap 87
diamondead1,#loltyler1,wtf is he babbling about
spaman42,#loltyler1,DIAMOND TODAY BatChest
allexxx1996,#jinnytty,secret sniper minaSUS
diefo12,#loltyler1,can urgot shut the fuck up
yus1785,#loltyler1,ping BigBrother
ballibooth,#jinnytty,yyjSmog
frizzy0,#loltyler1,!RANK
seriouscoolguy,#jinnytty,peepoClap 87
fossabot,#loltyler1,"@Frizzy0, ACCOUNTS: BIG TONKA T is currently Master I 111 LP"
ashbash159,#jinnytty,peepoClap 87
heisenberg1121,#jinnytty,peepoClap 87
vincentt23,#jinnytty,"@Rexx888, Amogus"
mob1900,#jinnytty,now we wont lose Jinny Kappa
bl00dbourn3,#loltyler1,I came in and you’re 100 LP down wtf happened?
jetjelly,#jinnytty,Level 6?
paink200,#loltyler1,@admmm_ KEKW 9
zeustype2,#jinnytty,drop something
flox_,#loltyler1,1 no one likes weebs Gigachad
moryttz,#jinnytty,peepoClap 87
dam________,#jinnytty,peepoClap 87
haruiswaifu,#jinnytty,peepoClap 87
fakebobstwitch,#jinnytty,SeemsGood looks pretty on you!
sabaol,#jinnytty,tracker
david_44b,#jinnytty,peepoClap 87
dupalupo,#loltyler1,R KEKW
thisistib,#loltyler1,OMEGALUL
shayuki,#loltyler1,R KEKW
mastaz,#loltyler1,gg
doktordrive,#loltyler1,oh no
howsthewine,#loltyler1,KEKW
malaysiandurianvendor,#jinnytty,When GTA episode@2?
pfii,#jinnytty,gps bracelet lol chat KEKW
iztheone,#jinnytty,has a tracker on it
sieglad,#loltyler1,ff
feeisweirdm4n,#loltyler1,KEKW
doc_aaron,#loltyler1,SO BAD
gachigasm_windchime,#loltyler1,r KEKW
ogturbojohnson,#loltyler1,OMEGALUL
karamjanager,#loltyler1,gg
5734l3r,#loltyler1,KEKW
dipstick96,#loltyler1,xd
majin69,#loltyler1,KEKW
vasiflesskedi,#loltyler1,ff
josephjkr,#loltyler1,15
werfet,#loltyler1,KEKW
hoimanbtw,#loltyler1,tyler1G tyler1G tyler1G tyler1G
sfshion111,#jinnytty,sniper gonna be here soon PepeLaugh
hivani,#loltyler1,KEKW
tairadono,#jinnytty,u can stream at gravityz?
acesomeone,#loltyler1,1-10
flox_,#loltyler1,KEKW
han_droid,#loltyler1,we can´t
butys,#loltyler1,no emotion Sadge
propaneaccessories69,#loltyler1,xD
sun3day,#jinnytty,KEKW
ryanalwayswins,#loltyler1,sad its gg
cubus35,#loltyler1,ff
theboinev,#loltyler1,1/5/1
enriroo,#loltyler1,BigBrother
mugadam,#jinnytty,chet
mikahil89,#loltyler1,BigBrother tyler1Q tyler1Q tyler1FF
denial321,#loltyler1,sadge
vincentt23,#jinnytty,Hmm
yamatorii,#loltyler1,GG
howsthewine,#loltyler1,BigBrother
stephen33281,#jinnytty,kekw gps tracker
hox20s,#loltyler1,Sadge
yamatorii,#loltyler1,FF
zeustype2,#jinnytty,so many things
almot200,#jinnytty,We're in!
dr_torquemada_,#loltyler1,gg
jimmysunsue,#loltyler1,1-10
twitchjedi,#jinnytty,LEVEL 6
ryemik,#loltyler1,youre tilted
elma_maria_varios,#loltyler1,LMAO KEKW
jondoni,#jinnytty,ok
alphayorizzle,#loltyler1,sADGE
hold_this_thread,#loltyler1,lacDes
justerik14,#loltyler1,GG GO NEXT KEKW
propaneaccessories69,#loltyler1,xD Xd XD xd
yuji_itadori99,#loltyler1,!opgg
daoneoneone,#loltyler1,ff
hotnfoamy,#jinnytty,monkaW ZOMBIE?
fossabot,#loltyler1,@yuji_itadori99 https://www.op.gg/summoners/kr/BIG%20TONKA%20T
doloriferous,#loltyler1,1-10 Sadge
sicrano77,#jinnytty,🌈 yyjWalk
lorensj81,#loltyler1,!opgg
amanr01,#loltyler1,!rank
kcin_point,#jinnytty,"""""""zombie outbreak"""" monkaW"""
intellisence,#loltyler1,HAHAHAHHAH
basseren,#loltyler1,Copeler1
fossabot,#loltyler1,"@AmanR01, ACCOUNTS: BIG TONKA T is currently Master I 111 LP"
smileytttt,#loltyler1,Sadge
kipseu,#jinnytty,zombie outbreak monkaW
ballzyplays,#loltyler1,Lata Bitch -Naut
viina232,#loltyler1,thesorikaDance thesorikaDance
leroyjackson4,#loltyler1,KEKW
mapappas,#loltyler1,Sadge
xarispanou,#loltyler1,why are they so trash every single time its annoying
dropkings9,#jinnytty,F
yvan_nix,#jinnytty,back YEP
austinonebe,#loltyler1,kekw is what you say when you gotta do a pee pee in yo pants yeaaaaa wooo wooooo uwu
dextv_,#jinnytty,BOOBA
ap2dan,#jinnytty,Hello
elpsykoujiro,#jinnytty,yyjPopcorn
diz_ease,#jinnytty,hii jinny
priyaraj10,#jinnytty,hello
zeustype2,#jinnytty,one ticket
jondoni,#jinnytty,yyjHey we back
justeetuu,#jinnytty,back
mrsmith91,#loltyler1,10 stick lose
przemkowsky_wawa,#jinnytty,HYPERS
dackelqwackel_,#jinnytty,hello :)
ashbash159,#jinnytty,should have made it 69
prismaticsz,#jinnytty,back
leroyjackson4,#loltyler1,pepeLaugh
andreaslfc10,#loltyler1,ok
kujoken7,#jinnytty,60?
savenature47,#jinnytty,back
heik27,#loltyler1,!op.gg
r_rave24,#jinnytty,when was this?
fossabot,#loltyler1,@heik27 https://www.op.gg/summoners/kr/BIG%20TONKA%20T
maris192,#jinnytty,KappaPride
lloyds128,#jinnytty,back
erenpls3,#loltyler1,@OminousGarou haHAA
feeisweirdm4n,#loltyler1,KEKW 3 MID
ronzert,#jinnytty,we back  POGGERS
allexxx1996,#jinnytty,yyjPopcorn
andreaslfc10,#loltyler1,!rank
mrsmith91,#loltyler1,End game
7ivior,#loltyler1,"As an European it was always hard for me to understand American culture. What was fascinating for me is that they like bragging about their freedom which was weird for me, because I didn't think that I have any less freedom than them. I always thought 'What is the difference'. However after this game I finally understand it. NA is just so fucking free."
hamio11,#jinnytty,yyjHey
dogtrainer,#loltyler1,@narrowvtv tyler1R1 tyler1R2
duwaynes_rockhard_jonson,#jinnytty,Rainbow road PogU
ballibooth,#jinnytty,Back
